student_id,treatment,student_age,student_female,student_grade,BL_math_percent,BL_hindi_percent,BL_ses_index,EL_math_percent,EL_hindi_percent,EL_ses_index,add1
608,0,13,0,8,.3825333,.3322162,-2.295326,.3717342,.2368557,-2.461035,
396,0,13,1,7,.2133694,.7349149,-2.178289,.6699453,.6731204,-2.118719,
615,0,13,1,8,.3246868,.316021,1.579938,.3713398,.213529,1.632687,
602,0,13,0,7,.5806358,.3755717,-1.300635,.5642177,.474557,-1.398312,
111,0,13,1,8,.4078524,.4177628,1.425769,.3961627,.4968709,1.352877,
245,0,13,1,7,.3724569,.5179853,.0960819,.5642646,.5557438,.109769,
30,1,13,1,8,.3335589,.6429601,.8341932,.6347995,.8180678,.915386,
281,0,13,0,6,.2925557,.4937828,-.509995,.5110939,.4239821,-.5822792,
455,1,13,1,7,.3839548,.3601169,.5046142,.569376,.5834707,.5531752,
145,0,13,1,7,.0982415,.5822691,-1.576191,.2773567,.3782341,-1.626745,
81,1,13,0,8,.3913291,.3013574,-1.33836,.7689561,.4803874,-1.249862,
393,1,13,0,6,.4292693,.4939075,-1.003642,.9171453,.543127,-.9204526,
299,0,13,0,7,.3075074,.3358469,.6521322,.5567044,.5278487,.7080191,
346,1,13,1,8,.2450044,.26351,-.5230073,.5294157,.6577991,-.4362113,
317,1,13,1,8,.1528444,.4413584,.9834277,.6066346,.6677121,1.019165,
46,1,13,1,8,.2027301,.478887,-.1324871,.4182617,.6652338,-.1334414,
123,1,13,1,8,.2830132,.5540463,-1.489749,.6534206,.7641511,-1.457672,
135,1,13,1,6,.1516164,.3606689,-2.112368,.5323346,.6853096,-2.11008,
211,0,13,1,8,.3164516,.6159925,2.438192,.5937067,.3790067,2.380165,
405,1,13,1,8,.2822473,.5591507,.1866054,.6765105,.7810056,.1426176,
571,0,13,1,7,.0097099,.2405911,1.664335,.3978615,.2168698,1.759883,
397,0,13,1,8,.4063413,.5369843,2.505562,.8320814,.8626444,2.532459,
500,1,13,1,8,.3808241,.3862067,2.966019,.4185316,.7661941,2.920261,
472,0,13,1,9,.480297,.2201724,-3.32543,.4348322,.3054543,-3.415462,
311,1,13,0,8,.3728312,.5962288,-.1982041,.8503053,.749891,-.0958951,
31,0,13,1,8,.3108224,.4043363,-.4781671,.5447621,.5111664,-.617903,
285,0,13,1,8,.2963161,.2738969,1.83,.2930623,.4368452,1.819387,
55,1,13,1,8,.5713106,.5833818,1.769738,.7574697,.7993699,1.650856,
611,1,13,1,8,.2943942,.5166353,1.602677,.8006219,.473994,1.565915,
20,0,13,1,6,.3108713,.5158684,-.2522641,.2540482,.6276096,-.1310864,
193,1,13,1,7,.2878581,.5644186,1.935018,.3469459,.7934113,1.956965,
187,0,13,0,7,.0478914,.285852,-4.99396,.4231891,.090043,-4.941153,
13,0,13,1,8,.5269715,.8645812,-.9373436,.4980844,.5198346,-.9911025,
353,0,13,1,8,.297327,.3648938,-.5737417,.5205283,.578652,-.6436769,
253,0,13,1,8,.4127731,.7023294,.9374816,.593295,.7481826,.8340541,
378,1,13,1,8,.2570499,.3469339,1.673042,.3169371,.4924181,1.666956,
337,1,13,0,8,.3498645,.3859797,-.5387879,.4465187,.691924,-.5716576,
169,1,13,1,8,.380418,.3490721,-.5584015,.4114238,.6685218,-.5095428,
432,0,13,1,7,.3105761,.6132659,.0970497,.5170069,.6749794,.102886,
557,1,13,1,7,.3974053,.3648255,-.86299,.5522502,.5459611,-.7216995,
110,0,13,1,7,.1375721,.2082202,.8243067,.336063,.4712623,.8314232,
437,0,13,1,7,.1685524,.7312281,.2650202,.3308548,.6997293,.1288261,
547,0,13,1,7,.4944154,.754946,-.644594,.5233784,.5072578,-.6068264,
93,0,13,0,7,.3128965,.4110612,-.1144429,.5185995,.4281867,-.2528226,
407,1,13,1,8,.3129279,.8345793,.1002051,.8679943,.9856372,.1062506,
84,1,13,1,8,.2060342,.2138739,-2.183331,.3952636,.4451314,-2.149279,
423,0,13,0,6,.4982806,.3939088,-3.542527,.4556279,.5908896,-3.561241,
491,1,13,1,8,.2014665,.3793905,-1.382529,.5174947,.4609106,-1.386404,
130,0,13,1,8,.2226914,.3848974,-2.031147,.4173255,.5576963,-2.042509,
274,0,13,0,4,.1942811,.3684777,.2433043,.3078128,.3839028,.2240869,
418,0,13,1,8,.4521366,.732922,3.591028,.6201285,.7120795,3.695235,
596,0,13,1,9,.5232214,.5806116,1.708359,.4396535,.7079145,1.692761,
314,0,13,1,7,.2531989,.5921759,-.4811947,.6209524,.5521829,-.4790515,
170,1,13,1,8,.1467678,.3227472,-.1382365,.7716853,.7553267,-.2281649,
153,0,13,0,7,.071491,.2272861,-2.279258,.4955963,.6325888,-2.290081,
420,1,13,1,6,.2396713,.4675917,-1.264941,.5068075,.6002877,-1.324275,
150,0,13,0,6,.1830862,.4545573,-3.3695,.4342576,.6871564,-3.354867,
566,0,13,1,8,.3800322,.3093066,.045285,.6330289,.5707304,.18464,
33,0,13,0,8,.4409995,.5697657,-.9629954,.7303452,.6757021,-.8489107,
29,0,13,1,7,.545523,.3839886,.3613797,.741598,.850876,.3871084,
248,1,13,1,8,.2186128,.5901916,1.478849,.5806205,.552285,1.312303,
502,1,13,1,8,.6369359,.5699877,2.28376,.7116968,.8380799,2.341678,
101,1,13,0,8,.3142093,.7078438,-.8126504,.6342729,.2635875,-.8001567,
360,0,13,1,6,.1427019,.3846947,1.531777,.3781466,.5793777,1.641107,
618,0,13,1,8,.5065916,.700856,3.915065,.8058028,.9365946,3.973632,
450,0,13,0,8,.4796835,.7274056,2.820486,.7049839,.9125422,2.824793,
595,0,13,1,8,.3274634,.6070081,.1781166,.6743628,.7906823,.0841524,
142,1,13,1,7,.1477376,.4243159,-1.820254,.3002408,.4299648,-1.802331,
99,0,13,1,8,.3252924,.6263572,.7210158,.7004402,.7885987,.7600126,
76,0,13,1,8,.4960611,.6346431,.0419237,.6172667,.7140883,.1954962,
183,0,13,1,8,.3865923,.5406872,1.480352,.877808,.8247948,1.419142,
223,0,13,0,7,.3442206,.5630102,-.5887662,.6107285,.697437,-.4761517,
376,1,13,1,8,.2885912,.539432,1.388762,.6741157,.7039953,1.452572,
231,1,13,1,7,.5049601,.7004054,.2102329,.6637979,.8384456,.2012474,
319,0,13,0,8,.3772662,.3364371,-1.419911,.4458705,.3824875,-1.367912,
141,1,13,1,8,.176317,.2996716,-2.149084,.2758948,.6148914,-2.273196,
584,1,13,1,8,.2731909,.1931924,-1.278857,.4159221,.7221609,-1.265741,
453,1,13,1,9,.2531391,.5402609,2.078281,.7503996,.8192978,2.135805,
446,0,13,1,8,.2945204,.2804227,-.548121,.3116511,.6515516,-.5046122,
288,1,13,1,7,.3356093,.4478105,-1.237801,.4476013,.5341952,-1.372145,
295,0,13,1,8,.155417,.3513159,-.544439,.5803764,.5102887,-.5362871,
136,0,14,0,9,.3153465,.4313703,1.396359,.569004,.4421659,1.249063,
287,1,14,1,9,.4017811,.5592219,-.1712708,.793946,.7774976,-.1700446,
454,0,14,1,9,.3387983,.6472818,1.721896,.7152072,.8017898,1.602992,
66,1,14,1,8,.2508794,.3142664,.9706639,.4430345,.5539756,.8790876,
486,1,14,1,8,.3589065,.2339194,-.5686456,.553394,.545957,-.535131,
508,0,14,1,7,.2990639,.4583451,-.9709405,.2642765,.3706756,-.9961811,
114,0,14,0,8,.2003462,.3585732,-.6065642,.4599428,.5219061,-.6696737,
5,0,14,1,9,.3877822,.4285269,1.394284,.3744754,.424805,1.330636,
399,0,14,0,9,.2946945,.3069795,-2.135597,.3874041,.299903,-2.129267,
333,1,14,1,9,.3272357,.4171957,1.653714,.6724513,.7134172,1.601949,
174,0,14,1,9,.1971933,.2921654,-1.311454,.4066529,.5808728,-1.480237,
185,0,14,1,9,.2986667,.1872076,-4.334862,.4039741,.3523745,-4.228028,
416,0,14,1,7,.2887624,.4110933,-2.179286,.386791,.4916493,-2.110813,
69,1,14,0,9,.3665084,.4219497,.8583845,.8514665,.5372566,.8605085,
213,1,14,0,9,.2193555,.4026261,.1970431,.5415246,.5318314,.2177678,
7,1,14,1,9,.3042492,.5162799,.1413114,.5371508,.6841626,.2209013,
377,1,14,0,9,.4459454,.4996002,-2.154353,.7171206,.5558678,-2.070576,
18,0,14,1,8,.4536038,.618519,.000693,.4783077,.5443334,.0076463,
599,0,14,1,8,.244298,.4720097,.8827147,.3896501,.5465991,1.00789,
210,1,14,0,7,.3927001,.242736,-2.160279,.3411935,.5136746,-2.134693,
509,1,14,1,9,.2922592,.2479645,.1551682,.6141043,.6611902,.3136197,
72,0,14,0,7,.2254362,.519196,.5458838,.3070816,.4518709,.5021823,
493,1,14,1,7,.4361704,.3757426,-2.017921,.6965048,.794264,-2.041049,
474,1,14,1,9,.2557875,.4799263,1.799285,.7486799,.7813392,1.677781,
316,1,14,0,9,.2431304,.3383931,.0891833,.5892668,.7246672,.1987268,
278,0,14,0,9,.1238178,.5851398,-.3225619,.2844553,.7242081,-.3522854,
384,1,14,1,7,.1878466,.4955044,-1.696238,.2089165,.4004229,-1.708985,
523,1,14,1,9,.4290048,.4352708,2.47443,.3517343,.5406157,2.389202,
9,1,14,1,7,.2734523,.1421956,.6763193,.456814,.225674,.6604389,
236,0,14,1,9,.4388212,.3979701,-.5877811,.5442637,.5030579,-.7298287,
306,1,14,1,9,.2532672,.2833952,-1.720366,.3288118,.2281269,-1.667859,
222,0,14,1,9,.3455104,.3971217,.527414,.3386906,.5865374,.6480091,
164,1,14,1,6,.1537959,.2410344,.8577798,.4498507,.2991587,.7875083,
459,0,14,1,9,.3202192,.7977274,1.161359,.9408373,.9578833,1.233701,
606,0,14,1,9,.1862278,.4184426,-1.367877,.544099,.7387428,-1.296789,
125,1,14,1,8,.0913713,.2483875,-.1777757,.3663809,.6474516,-.2357796,
140,0,14,1,8,.3041386,.1055058,.9739794,.2099042,.2958226,1.036376,
373,1,14,1,8,.4176309,.4071265,.8295023,.4152693,.6466619,.9781113,
115,1,14,1,8,.3250384,.6500847,3.020036,.506374,.640497,3.042531,
79,1,14,1,8,.2682277,.3573572,-2.113496,.4727483,.3222485,-2.07235,
156,0,14,1,9,.1395373,.211539,-.1646168,.2009218,.2731251,-.2138845,
268,1,14,1,8,.355561,.8186534,.2150661,.722126,.919072,.1452574,
359,1,14,1,9,.4187759,.57625,1.017613,.6750944,.8028663,.9726078,
261,1,14,1,8,.3818699,.456184,.3570454,.5595189,.4419017,.486927,
518,1,14,1,8,.2679053,.1568455,2.148302,.3398374,.3801244,2.084296,
117,1,14,1,8,.282964,.4498208,2.377359,.56453,.4567305,2.354445,
410,1,14,1,7,.4289028,.309451,-2.712632,.5428765,.3994646,-2.748834,
289,1,14,1,8,.4036417,.5411138,.1534605,.7401908,.6383578,.1326879,
82,0,14,1,9,.2900523,.5278521,.9510385,.5546405,.5566156,1.020085,
309,1,14,1,8,.2770649,.5566103,1.448139,.6588724,.8541247,1.309144,
294,1,14,1,8,.4111156,.5882059,-.6340508,.6223139,.7847026,-.6461122,
471,0,14,1,8,.3660534,.5579014,.2223112,.7312391,.6807847,.2118139,
32,0,14,1,9,.2212598,.2737778,-1.366448,.3856156,.2336795,-1.396898,
160,0,14,1,8,.2686422,.1239085,2.039641,.6568534,.4962354,2.041034,
336,1,14,1,9,.5655048,.667874,2.106859,.6476541,.8043004,2.093482,
464,0,14,1,8,.2035159,.2917207,-1.504094,.6098931,.6447106,-1.500281,
61,1,14,0,9,.4223479,.3412334,-1.727276,.7510597,.6732135,-1.754265,
619,0,14,1,9,.2688752,.2711726,-.9540213,.3873633,.6689897,-1.071815,
514,0,14,1,9,.2938915,.3857136,2.044738,.6106805,.7536451,2.097415,
312,0,14,1,8,.2453841,.3877582,1.766727,.380574,.4515507,1.700435,
517,0,14,1,9,.3372492,.4894105,1.025409,.5642267,.6471713,1.014828,
537,1,14,1,8,.260806,.2479501,.0432855,.2758653,.3782345,.1164552,
520,1,14,1,8,.4019836,.2303727,.8538157,.5613214,.4755612,.9287656,
277,0,14,1,7,.0495095,.4332735,-2.625637,.1052184,.2008732,-2.480386,
107,0,14,1,8,.3393417,.4112865,2.102741,.5478452,.6492081,2.054194,
354,1,14,1,9,.3781828,.4063638,-1.311077,.8035621,.5413166,-1.396131,
489,0,14,1,8,.234079,.1961348,-3.47011,.3550389,.642596,-3.36187,
71,1,14,1,9,.2767737,.575946,1.485843,.6416159,.8542577,1.388645,
605,1,14,1,7,.3678301,.5623707,-1.277846,.4019993,.4034371,-1.395423,
305,1,14,1,7,.2014113,.3283377,.9169657,.3835766,.5855285,.9370065,
503,1,14,0,8,.1019547,.4607975,-.5417764,.3203018,.4913592,-.6532073,
263,0,14,1,9,.4021057,.4798257,1.606596,.3199776,.6780613,1.600186,
68,1,14,0,9,.5380794,.6579745,-2.468348,.6749255,.7333494,-2.3821,
413,0,14,1,9,.3578465,.8151128,1.674489,.9217928,.875228,1.766627,
249,0,14,1,9,.1953568,.4628413,.6360369,.5182594,.6895618,.6849447,
444,1,14,1,8,.3184619,.5554382,.6617059,.696751,.7743998,.6886401,
227,0,14,1,8,.4240156,.3378982,.2794836,.6240273,.6569972,.1289111,
564,1,14,1,8,.1057317,.3266233,-.6440777,.307485,.4456206,-.6066068,
203,0,14,1,8,.4198927,.4909875,1.369265,.4722315,.6746987,1.327539,
137,0,14,1,8,.3654116,.2420688,.0650955,.4791172,.5872873,.0338423,
155,1,14,1,8,.0768717,.3146406,-.6219606,.3250805,.311364,-.5829493,
371,0,14,0,9,.4966521,.5068737,.1255338,.5722147,.6212035,.2864245,
477,1,14,1,8,.0817402,.3416958,1.479482,.412601,.6743027,1.402375,
340,0,14,1,8,.2364576,.2317998,-3.695404,.3175096,.3875577,-3.740009,
522,1,14,1,9,.4939791,.4734807,-3.197969,.4204934,.5258402,-3.343449,
41,0,14,1,9,.5419256,.7540313,2.255491,.7033851,.7120305,2.232754,
567,0,15,1,8,.0757194,.2675462,.5156647,.4415695,.2588392,.3950653,
271,1,15,0,7,.3485033,.7423037,.1301742,.9034761,.7921531,.1246398,
85,1,15,0,8,.3986312,.1840989,.1102901,.4388044,.5518929,.0510111,
529,1,15,1,9,.3181494,.2779117,-2.264549,.6083627,.7599934,-2.281814,
208,0,15,1,8,.2527391,.1376556,.1074631,.4733855,.5202616,.071305,
4,1,15,1,9,.2461746,.3649253,2.801932,.4035509,.6829836,2.964639,
536,0,15,1,9,.1918454,.5830424,.1273261,.4314023,.665251,.0951711,
256,1,15,1,8,.4831131,.341043,4.116564,.518292,.7750224,4.12756,
422,1,15,0,9,.3554824,.3526561,-1.348848,.462818,.4993329,-1.372954,
162,0,15,1,9,.254573,.2415656,.9043989,.5275961,.3806637,.8427402,
590,1,15,1,8,.1436404,.2860469,-.6872985,.5407451,.4269582,-.6232155,
352,0,15,1,8,.3445157,.3923306,2.46961,.4597712,.687447,2.408602,
425,1,15,1,9,.258202,.2403475,.0273554,.2700018,.3200191,.0445659,
315,0,15,1,9,.3237409,.1004,1.680765,.4247087,.5308319,1.65464,
229,1,15,0,9,.2814119,.2248986,.0376961,.3599885,.4090345,.0591989,
138,1,15,0,8,.3045377,.3590871,1.757205,.5587018,.4374961,1.593544,
569,1,15,1,9,.5475707,.438945,-.1322619,.7093371,.5862618,-.2586697,
247,0,15,1,7,.341783,.2338547,-.9910762,.2871842,.3819119,-.9831168,
562,1,15,1,8,.1928708,.2193715,-3.591313,.1916372,.3524434,-3.713337,
233,1,15,0,9,.4874492,.628903,.1376383,.8361118,.6881427,.297838,
88,0,15,1,9,.6218485,.6647083,.891206,.7096279,.6694713,.9198084,
158,1,15,1,8,.4204426,.3590795,2.840929,.7433583,.5287099,2.846608,
342,0,15,1,9,.2856523,.417635,1.028134,.1405503,.3213252,.9455152,
427,0,15,1,8,.427813,.4127505,.5523646,.2718805,.6149454,.516389,
168,1,15,1,9,.649976,.6007077,.9111188,.6498461,.8066257,.9610805,
28,1,15,1,9,.2738177,.2575718,.2573578,.6128907,.5630468,.2543687,
209,1,15,1,9,.4100844,.4336119,.0985969,.6794984,.8588119,.2616621,
310,1,15,1,8,.131573,.5332634,-1.531207,.3468256,.1903264,-1.521597,
400,0,15,1,9,.5294279,.5089597,2.811006,.73131,.7517924,2.933595,
403,1,15,1,9,.313796,.5048727,-2.036482,.6848776,.4474919,-2.070036,
118,0,15,1,7,.3514542,.6375705,-.0401127,.7350955,.8112743,-.0688304,
568,0,15,1,9,.3023652,.4666752,-.1005705,.518954,.5456501,-.1740148,
390,1,15,1,9,.232134,.1869443,-1.518444,.3853523,.41498,-1.664907,
